Player_Name,Position,Player_ID,Year,Country_Name,Nationality,Age,Height,Total_Points,Average_by_Match,Attack_Points,Efficiency,Attack_Avg_Points,Block_Points,Block_Success,Block_Avg_Points,Serve_Points,Serve_Success,Serve_Avg_Points
Kang Sohwi,OH,156286,2023,Korea,Korea,26,180,83,6.92,68,30.77%,5.67,3,11.54%,0.25,12,12.12%,1
Cesar Hernandez Gonzalez,COACH,N/A,2023,Korea,,,,,,,,,,,,,,
Knip Kirsten,L,124071,2023,Netherlands,Netherlands,31,175,0,0,0,-,-,0,-,-,0,0.00%,0
Jasper Hester,OH,167778,2023,Netherlands,Netherlands,22,175,5,0.62,5,26.32%,0.62,0,0.00%,0,0,0.00%,0
Plak Celeste,O,142880,2023,Netherlands,Netherlands,28,190,59,7.38,48,44.86%,6,11,22.45%,1.38,0,0.00%,0
Knollema Jolien,OH,167482,2023,Netherlands,Netherlands,21,189,121,11,95,44.19%,8.64,18,45.00%,1.64,8,6.72%,0.73
Lohuis Juliet,MB,151194,2023,Netherlands,Netherlands,27,190,41,5.12,21,44.68%,2.62,16,22.54%,2,4,5.26%,0.5
van Aalen Sarah,S,162356,2023,Netherlands,Netherlands,24,186,16,1.33,8,53.33%,0.67,4,10.00%,0.33,4,4.00%,0.33
Bongaerts Britt,S,147432,2023,Netherlands,Netherlands,27,185,16,2,6,42.86%,0.75,5,15.15%,0.62,5,6.76%,0.62
Baijens Indy,MB,168148,2023,Netherlands,Netherlands,23,193,134,11.17,104,57.78%,8.67,25,22.73%,2.08,5,5.38%,0.42
Vos Iris,OH,181648,2023,Netherlands,Netherlands,21,184,1,0.08,1,10.00%,0.08,0,0.00%,0,0,0.00%,0
Daalderop Nika,OH,150809,2023,Netherlands,Netherlands,25,189,91,11.38,77,40.96%,9.62,9,18.75%,1.12,5,6.17%,0.62
Timmerman Eline,MB,172894,2023,Netherlands,Netherlands,25,192,60,5,39,48.15%,3.25,12,13.95%,1,9,6.72%,0.75
Reesink Florien,L,148581,2023,Netherlands,Netherlands,25,174,0,0,0,-,-,0,-,-,0,-,-
Scholten Iris,O,162372,2023,Netherlands,Netherlands,24,191,18,2.25,16,36.36%,2,2,15.38%,0.25,0,0.00%,0
Marring Nova,OH,164777,2023,Netherlands,Netherlands,22,184,121,10.08,104,39.39%,8.67,6,19.35%,0.5,11,7.24%,0.92
Felix Koslowski,COACH,N/A,2023,Netherlands,,,,,,,,,,,,,,
Stenzel Maria,L,152233,2023,Poland,Poland,25,168,0,0,0,-,-,0,-,-,0,-,-
Korneluk Agnieszka,MB,136317,2023,Poland,Poland,29,200,176,11.73,115,59.28%,7.67,48,24.00%,3.2,13,5.68%,0.87
Galkowska Monika,O,143465,2023,Poland,Poland,27,185,32,2.13,26,36.62%,1.73,4,16.00%,0.27,2,11.76%,0.13
Stysiak Magdalena,O,152217,2023,Poland,Poland,23,203,298,19.87,258,45.03%,17.2,33,28.95%,2.2,7,3.98%,0.47
Fedusio Monika,OH,152231,2023,Poland,Poland,24,183,11,0.73,7,38.89%,0.47,2,40.00%,0.13,2,5.88%,0.13
Lukasik Martyna,OH,163098,2023,Poland,Poland,24,189,140,9.33,120,39.47%,8,13,19.40%,0.87,7,4.24%,0.47
Szczyglowska Aleksandra,OH,185609,2023,Poland,Poland,26,172,0,0,0,-,-,0,-,-,0,-,-
Czyrnianska Martyna,OH,181268,2023,Poland,Poland,20,191,69,4.6,54,38.57%,3.6,8,32.00%,0.53,7,8.24%,0.47
Pierzchała Dominika,MB,181963,2023,Poland,Poland,21,190,0,-,0,-,-,0,-,-,0,-,-
Wenerska Katarzyna,S,181263,2023,Poland,Poland,31,180,21,1.4,6,33.33%,0.4,9,11.39%,0.6,6,2.79%,0.4
Pacak Joanna,MB,143460,2023,Poland,Poland,27,186,23,1.53,14,63.64%,0.93,9,32.14%,0.6,0,0.00%,0
Rozanski Olivia,OH,151231,2023,Poland,Poland,26,185,160,10.67,141,38.95%,9.4,12,13.48%,0.8,7,3.91%,0.47
Nowicka Julia,S,152216,2023,Poland,Poland,25,174,5,0.33,2,50.00%,0.13,1,8.33%,0.07,2,4.44%,0.13
Jurczyk Magdalena,MB,185611,2023,Poland,Poland,28,183,107,7.13,82,61.19%,5.47,19,14.62%,1.27,6,3.68%,0.4
Stefano Lavarini,COACH,N/A,2023,Poland,,,,,,,,,,,,,,
Busa Bianka,OH,136024,2023,Serbia,Serbia,29,187,84,7,74,36.63%,6.17,2,6.90%,0.17,8,5.71%,0.67
Lazovic Katarina,OH,152168,2023,Serbia,Serbia,24,182,37,3.08,32,37.21%,2.67,5,23.81%,0.42,0,0.00%,0
Drca Bojana,S,120326,2023,Serbia,Serbia,35,186,16,2,11,52.38%,1.38,3,10.71%,0.38,2,2.53%,0.25
Popovic Mina,MB,136030,2023,Serbia,Serbia,29,187,59,7.38,40,54.05%,5,13,13.98%,1.62,6,6.45%,0.75
Uzelac Aleksandra,OH,181204,2023,Serbia,Serbia,19,188,119,9.92,107,39.19%,8.92,10,32.26%,0.83,2,3.45%,0.17
Ognjenovic Maja,S,116216,2023,Serbia,Serbia,39,183,9,2.25,4,50.00%,1,2,7.14%,0.5,3,5.45%,0.75
Pusic Teodora,L,123709,2023,Serbia,Serbia,31,170,0,0,0,-,-,0,-,-,0,-,-
Bjelica Ana,O,123694,2023,Serbia,Serbia,31,190,130,10.83,108,34.84%,9,11,11.96%,0.92,11,7.86%,0.92
Aleksic Maja,MB,143548,2023,Serbia,Serbia,26,188,81,6.75,50,41.32%,4.17,25,17.01%,2.08,6,4.17%,0.5
Stevanovic Jovana,MB,123700,2023,Serbia,Serbia,31,192,80,10,52,48.60%,6.5,22,22.68%,2.75,6,5.61%,0.75
Jegdic Aleksandra,L,170965,2023,Serbia,Serbia,29,167,0,0,0,-,-,0,-,-,0,-,-
Boškovic Tijana,O,137941,2023,Serbia,Serbia,27,193,109,27.25,97,58.79%,24.25,8,28.57%,2,4,8.16%,1
Milenkovic Bojana,OH,142478,2023,Serbia,Serbia,27,185,7,0.58,6,31.58%,0.5,1,25.00%,0.08,0,0.00%,0
Lozo Sara,O,142479,2023,Serbia,Serbia,26,186,148,12.33,130,43.92%,10.83,11,18.97%,0.92,7,5.04%,0.58
Giovanni Guidetti,COACH,N/A,2023,Serbia,,,,,,,,,,,,,,
Srithong Wipawee,OH,151120,2023,Thailand,Thailand,25,174,50,4.17,45,35.43%,3.75,3,15.00%,0.25,2,3.28%,0.17
Guedpard Pornpun,S,123019,2023,Thailand,Thailand,30,170,11,0.92,10,43.48%,0.83,1,2.17%,0.08,0,0.00%,0
Nuekjang Thatdao,MB,142172,2023,Thailand,Thailand,30,185,82,6.83,60,49.59%,5,19,19.59%,1.58,3,2.50%,0.25
Bamrungsuk Hattaya,MB,145244,2023,Thailand,Thailand,30,180,53,4.42,33,36.26%,2.75,16,15.09%,1.33,4,3.77%,0.33
Chuewulim Sutadta,OH,122866,2023,Thailand,Thailand,31,173,3,0.75,3,15.79%,0.75,0,0.00%,0,0,0.00%,0
Phomla Soraya,S,147188,2023,Thailand,Thailand,31,169,2,0.5,1,20.00%,0.25,0,0.00%,0,1,16.67%,0.25
Kokram Pimpichaya,O,151121,2023,Thailand,Thailand,25,180,105,8.75,98,33.11%,8.17,4,9.09%,0.33,3,2.70%,0.25
Kongyot Ajcharaporn,OH,133511,2023,Thailand,Thailand,28,180,92,7.67,80,36.20%,6.67,9,25.71%,0.75,3,3.49%,0.25
Moksri Chatchu-On,OH,147213,2023,Thailand,Thailand,24,180,172,14.33,148,37.00%,12.33,17,22.37%,1.42,7,4.96%,0.58
Pairoj Supattra,L,162681,2023,Thailand,Thailand,33,160,0,0,0,-,-,0,-,-,0,-,-
Sooksod Thanacha,O,152205,2023,Thailand,Thailand,23,180,29,2.42,28,35.44%,2.33,1,5.88%,0.08,0,0.00%,0
Boonlert Tichakorn,MB,163495,2023,Thailand,Thailand,23,181,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0
Bundasak Jarasporn,MB,143002,2023,Thailand,Thailand,31,182,17,1.42,12,36.36%,1,5,16.13%,0.42,0,0.00%,0
Danai Sriwacharamaytakul,COACH,N/A,2023,Thailand,,,,,,,,,,,,,,
Orge Gizem,L,138773,2023,Turkey,Turkey,30,172,0,0,0,-,-,0,-,-,0,0.00%,0
Akoz Simge Sebnem,L,158840,2023,Turkey,Turkey,32,168,0,0,0,-,-,0,-,-,0,-,-
Özbay Cansu,S,143590,2023,Turkey,Turkey,27,179,7,0.47,5,38.46%,0.33,2,3.57%,0.13,0,0.00%,0
Vargas Melissa Teresa,O,143339,2023,Turkey,Turkey,24,194,227,20.64,194,54.34%,17.64,14,26.92%,1.27,19,13.10%,1.73
Aykac Altıntaş Ayca,L,143592,2023,Turkey,Turkey,28,173,0,0,0,-,-,0,-,-,0,-,-
Baladin Hande,OH,143585,2023,Turkey,Turkey,26,187,73,4.87,61,37.89%,4.07,10,25.00%,0.67,2,2.44%,0.13
Cebecioglu Derya,OH,163094,2023,Turkey,Turkey,23,181,55,3.93,50,42.02%,3.57,4,11.76%,0.29,1,1.09%,0.07
Şahin Elif,S,163975,2023,Turkey,Turkey,23,184,37,2.47,19,47.50%,1.27,14,29.17%,0.93,4,3.88%,0.27
Erdem Dündar Eda,MB,138782,2023,Turkey,Turkey,36,188,127,8.47,79,54.11%,5.27,42,20.69%,2.8,6,3.59%,0.4
Sahin Saliha,OH,152312,2023,Turkey,Turkey,25,183,14,0.93,13,32.50%,0.87,1,9.09%,0.07,0,0.00%,0
Gunes Zehra,MB,152263,2023,Turkey,Turkey,24,198,99,6.6,51,54.84%,3.4,45,31.69%,3,3,2.04%,0.2
Kalac Asli,MB,137087,2023,Turkey,Turkey,28,185,28,1.87,16,45.71%,1.07,10,20.00%,0.67,2,3.39%,0.13
Aydin İlkin,OH,163089,2023,Turkey,Turkey,24,179,100,6.67,84,45.41%,5.6,9,16.07%,0.6,7,4.86%,0.47
Karakurt Ebrar,O,163982,2023,Turkey,Turkey,24,195,193,12.87,161,40.35%,10.73,18,25.71%,1.2,14,7.82%,0.93
Daniele Santarelli,COACH,N/A,2023,Turkey,,,,,,,,,,,,,,
Hancock Micha,S,132835,2023,USA,USA,31,180,42,2.8,24,57.14%,1.6,6,6.52%,0.4,12,6.49%,0.8
Wong-Orantes Justine,L,135564,2023,USA,USA,28,168,0,0,0,-,-,0,-,-,0,-,-
Frantti Alexandra,OH,139848,2023,USA,USA,28,191,64,5.82,59,42.14%,5.36,2,7.41%,0.18,3,4.00%,0.27
Hentz Morgan,L,152187,2023,USA,USA,25,175,0,0,0,-,-,0,-,-,0,-,-
Carlini Lauren,S,132500,2023,USA,USA,29,185,12,1.71,9,60.00%,1.29,3,10.00%,0.43,0,0.00%,0
Drews Andrea,O,155307,2023,USA,USA,30,191,129,11.73,116,38.80%,10.55,6,8.11%,0.55,7,6.09%,0.64
Thompson Jordan,O,172978,2023,USA,USA,26,193,98,8.91,81,39.71%,7.36,11,22.92%,1,6,8.22%,0.55
Washington Haleigh,MB,140052,2023,USA,USA,28,190,44,4,30,50.00%,2.73,13,22.41%,1.18,1,1.37%,0.09
Rettke Dana,MB,172977,2023,USA,USA,25,203,57,5.18,42,51.22%,3.82,13,19.12%,1.18,2,2.02%,0.18
Robinson Kelsey,OH,141933,2023,USA,USA,31,188,55,7.86,51,29.14%,7.29,4,11.43%,0.57,0,0.00%,0
Ogbogu Chiaka,MB,166638,2023,USA,USA,28,188,24,8,14,66.67%,4.67,8,21.62%,2.67,2,8.33%,0.67
O'Neal Asjia,MB,200701,2023,USA,USA,24,190,60,5.45,37,50.68%,3.36,21,23.33%,1.91,2,2.13%,0.18
Skinner Avery,OH,192906,2023,USA,USA,24,186,110,10,97,46.19%,8.82,10,21.28%,0.91,3,3.12%,0.27
Lanier Khalia,OH,147590,2023,USA,USA,25,190,119,10.82,101,38.55%,9.18,12,19.67%,1.09,6,5.45%,0.55
Karch Kiraly,COACH,N/A,2023,USA,,,,,,,,,,,,,,
